date,DIA,IWM,QQQ,SPY,VXX,XLB,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2012-11-07,131.05,81.37,65.04,141.66,35.08,36.27,71.68,15.92,37.12,28.94,35.2,,35.49,39.96,46.6
2012-11-08,129.18,80.165,64.33,139.7,36.89,36.19,70.8,15.675,36.55,28.61,34.95,,34.97,39.51,46.4
2012-11-09,127.36,78.87,63.19,137.62,37.59,35.47,69.35,15.41,36.01,28.09,34.5,,34.8,38.98,45.27
2012-11-12,128.19,79.56,63.79,138.59,36.74,35.73,69.82,15.57,36.37,28.35,34.6,,34.61,39.46,45.6
2012-11-13,127.41,78.79,62.92,137.54,35.55,35.36,69.07,15.41,36.06,27.99,34.47,,34.26,39.21,45.34
2012-11-14,127.82,78.88,63.27,138.21,33.85,35.5,69.62,15.45,36.39,28.19,34.65,,34.55,39.25,45.79
2012-11-15,125.57,77.09,62.29,135.98,35.98,34.9,68.59,15.15,35.27,27.8,34.11,,34.26,38.72,44.87
2012-11-16,125.25,76.78,62.08,135.9,35.93,34.9,68.75,15.22,35.33,27.65,34.11,,34.1,38.66,44.88
2012-11-19,126.63,78.32,62.97,137.9,33.45,35.5,69.86,15.5,35.96,28.0,34.59,,34.47,39.3,45.71
2012-11-20,127.31,78.98,63.77,138.91,31.33,35.73,70.32,15.53,36.21,28.38,34.99,,34.43,39.33,46.13
2012-11-21,127.65,79.41,63.83,139.31,31.08,35.84,70.45,15.66,36.2,28.31,35.2,,34.36,39.4617,46.37
2012-11-23,128.67,79.9,64.32,140.13,30.6,36.14,70.94,15.77,36.35,28.57,35.23,,34.18,39.76,46.74
2012-11-26,129.12,80.35,64.77,140.65,30.56,36.31,70.99,15.76,36.6,28.8,35.5,,34.01,39.83,46.98
2012-11-27,129.18,80.68,65.16,140.91,29.54,36.41,70.7,15.75,36.81,28.95,35.45,,34.49,39.67,46.93
2012-11-28,128.17,80.315,64.66,139.76,30.87,35.94,69.65,15.55,36.5,28.66,35.36,,34.5,39.48,46.67
2012-11-29,130.23,81.949,65.82,141.99,29.05,36.57,71.43,15.78,37.2,29.16,35.7,,34.78,40.16,47.46
2012-11-30,130.25,82.4,65.92,142.14,28.84,36.62,71.2,15.77,37.17,29.15,35.89,,35.04,40.23,47.35
2012-12-03,130.69,82.71,66.32,142.8,28.89,36.81,71.6,15.81,37.32,29.35,36.01,,35.35,40.34,47.83
2012-12-04,129.61,82.065,65.69,141.44,30.39,36.08,70.7,15.7,36.82,29.09,35.84,,35.13,40.15,47.21
2012-12-05,129.71,82.48,65.53,141.37,30.72,35.63,70.63,15.71,36.95,28.98,35.82,,35.05,40.32,47.24
2012-12-06,130.34,81.98,64.71,141.37,30.18,35.73,70.75,15.86,37.24,28.67,35.97,,35.32,40.35,46.96
2012-12-07,131.3,82.5,65.65,142.53,30.04,35.95,71.37,15.99,37.46,29.06,36.07,,35.44,40.5,47.55
2012-12-10,131.59,82.37,64.75,142.21,29.74,36.05,71.53,15.98,37.48,28.7,36.1,,35.38,40.38,47.3
2012-12-11,132.21,83.11,65.58,143.06,29.51,36.4,71.77,16.06,37.88,29.07,36.27,,35.48,40.84,47.42
2012-12-12,132.98,83.67,66.29,144.0,28.73,36.75,72.12,16.14,37.95,29.37,36.28,,35.55,41.15,47.51
2012-12-13,132.53,82.98,65.71,143.42,29.49,36.44,72.07,16.14,37.75,29.14,36.19,,35.44,40.98,47.34
2012-12-14,131.7,82.22,64.9,142.32,30.26,36.37,71.01,16.04,37.61,28.78,35.93,,35.37,40.55,46.91
2012-12-17,131.65,82.68,64.73,142.47,30.45,36.78,71.46,16.1,37.8,28.69,36.04,,35.3,40.64,46.92
2012-12-18,132.68,83.71,65.85,144.0,28.83,37.08,71.86,16.42,38.01,29.17,35.97,,35.69,40.98,47.84
2012-12-19,133.67,84.08,66.72,145.53,28.13,37.52,73.31,16.61,38.52,29.54,36.08,,35.99,41.17,48.37
2012-12-20,132.57,84.14,66.38,144.38,29.71,37.27,72.7,16.49,38.3,29.34,35.73,,35.74,40.64,47.87
2012-12-21,131.06,83.27,64.89,142.17,33.02,36.74,71.92,16.31,37.62,28.82,35.18,,35.22,40.19,47.01
2012-12-24,131.29,83.89,65.06,142.48,32.01,37.12,71.92,16.32,37.84,28.87,35.05,,35.25,40.05,47.15
2012-12-26,131.29,83.97,65.08,142.64,32.52,37.35,71.95,16.4,37.93,28.87,35.05,,35.21,40.1,47.41
2012-12-27,130.94,83.26,64.56,141.79,33.66,37.51,71.21,16.4,37.74,28.69,34.76,,34.79,39.95,46.91
2012-12-28,129.82,82.69,63.93,140.64,34.82,37.04,70.64,16.2,37.34,28.45,34.63,,34.67,39.72,46.66
2012-12-31,128.66,82.66,63.68,139.66,36.4,36.76,69.71,16.1599,37.12,28.29,34.38,,34.39,39.39,46.3707
2013-01-02,132.99,86.34,66.69,145.11,28.6699,38.41,72.95,16.8,38.72,29.62,35.4,,35.36,40.68,48.33
2013-01-03,133.64,86.85,67.2,145.99,28.21,38.44,72.89,16.87,38.77,29.79,35.75,,35.56,40.7,48.56
2013-01-04,133.7,87.01,66.87,145.97,28.05,38.31,73.09,16.88,38.98,29.59,35.67,,35.56,40.85,48.64
2013-01-07,133.69,86.8,66.46,145.85,27.87,38.49,73.45,17.02,39.0,29.41,35.7599,,35.63,40.82,48.61
2013-01-08,133.32,86.88,66.64,145.71,27.33,38.7,73.02,16.98,38.83,29.46,35.55,,35.33,41.02,48.46
2013-01-09,133.4,87.02,66.62,145.87,26.75,38.76,73.19,17.0,38.8,29.38,35.56,,35.34,41.16,48.53
2013-01-10,134.2,87.61,67.21,146.73,26.7,39.12,73.46,17.08,39.24,29.61,35.66,,35.28,41.65,48.82
2013-01-11,134.46,87.4,67.14,147.04,26.6,39.06,73.6,17.11,39.12,29.54,35.8,,35.31,41.82,48.82
2013-01-14,134.66,87.16,66.9,146.89,26.41,39.08,73.57,17.09,39.16,29.39,35.91,,35.35,41.75,49.01
2013-01-15,134.29,86.83,66.63,146.29,26.35,38.84,73.34,16.98,39.03,29.27,35.96,,35.29,41.65,48.84
2013-01-16,134.62,87.57,66.75,146.77,25.82,38.82,73.83,17.115,39.14,29.23,36.05,,35.34,41.72,49.26
2013-01-17,135.37,87.91,67.18,147.7,25.145,39.1,74.65,17.15,39.38,29.46,36.25,,35.38,41.9,49.49
2013-01-18,135.81,88.34,67.01,147.97,25.36,39.01,74.81,17.12,39.77,29.32,36.4,,35.48,42.06,49.86
2013-01-22,136.13,88.64,67.15,148.33,24.01,39.34,75.36,17.12,39.84,29.41,36.45,,35.62,42.11,49.78
2013-01-23,137.19,89.24,67.56,149.13,23.28,39.62,76.03,17.3,40.0,29.74,36.47,,35.85,42.35,49.86
2013-01-24,137.59,89.15,66.69,149.15,22.81,39.5,76.04,17.35,40.11,29.31,36.5,,35.96,42.44,50.15
2013-01-25,138.39,89.73,66.89,149.88,22.86,39.84,76.54,17.47,40.47,29.38,36.72,,36.09,42.56,50.46
2013-01-28,138.85,90.01,67.01,150.29,22.89,39.76,77.18,17.49,40.63,29.34,36.76,,36.25,42.92,50.97
2013-01-29,138.44,89.96,67.06,149.77,23.92,39.37,76.97,17.36,40.41,29.35,36.765,,36.12,42.75,50.59
2013-01-30,139.23,89.97,67.28,150.64,23.39,39.58,78.16,17.43,40.55,29.42,36.97,,36.41,43.2,50.65
2013-01-31,138.76,88.87,66.99,149.89,24.45,39.03,77.36,17.355,40.08,29.45,36.95,,36.3301,42.95,50.26
2013-02-01,139.29,89.96,67.34,150.65,23.39,39.23,77.76,17.4699,40.33,29.65,37.12,,36.7,43.09,50.47
2013-02-04,138.81,89.82,67.25,150.32,23.8,39.23,77.4,17.49,40.27,29.63,37.05,,36.62,43.05,50.13
2013-02-05,139.24,89.71,66.76,150.35,24.15,39.28,77.86,17.5,40.34,29.45,37.03,,36.6,42.98,50.03
2013-02-06,138.88,89.65,67.22,150.52,24.13,39.24,77.58,17.48,40.35,29.55,37.16,,36.49,43.29,50.38
2013-02-07,139.59,90.39,67.33,151.21,23.24,39.32,77.99,17.65,40.56,29.7,37.28,,36.68,43.27,50.46
2013-02-08,139.37,90.28,67.64,151.22,23.31,39.25,77.96,17.59,40.51,29.79,37.56,,36.73,43.18,50.45
2013-02-11,139.62,90.71,68.02,151.74,22.91,39.42,78.59,17.5999,40.53,29.97,37.53,,36.71,43.39,50.76
2013-02-12,139.59,90.74,67.92,151.78,22.57,39.23,78.37,17.7,40.66,29.96,37.52,,36.76,43.26,50.56
2013-02-13,140.23,91.1901,67.93,152.33,22.32,39.48,78.48,17.86,40.97,29.93,37.51,,36.98,43.31,51.06
2013-02-14,139.38,91.18,67.64,151.69,22.64,39.38,78.52,17.71,40.8,29.71,37.59,,36.78,43.17,50.68
2013-02-15,139.51,91.67,67.95,152.43,21.94,39.45,79.26,17.875,41.1,29.82,37.5,,36.71,43.33,50.92
2013-02-19,139.56,91.88,67.89,152.37,21.79,39.33,78.74,17.82,41.22,29.83,37.71,,36.68,43.3,50.97
2013-02-20,140.0,92.63,68.24,153.14,21.1,39.1,79.33,17.92,41.41,29.96,38.03,,37.06,43.65,51.12
2013-02-21,138.65,90.77,66.96,150.96,22.85,37.98,77.31,17.63,40.66,29.47,37.89,,36.88,43.32,50.23
2013-02-22,139.24,90.41,66.84,151.15,22.71,37.92,77.65,17.64,40.67,29.53,38.12,,36.94,43.34,50.14
2013-02-25,140.33,91.5,67.6,152.63,21.71,38.42,78.48,17.85,41.06,29.85,38.39,,37.28,43.61,50.5
2013-02-26,138.35,89.41,66.42,149.72,25.28,37.66,76.35,17.36,40.11,29.35,37.83,,36.89,43.09,49.64
2013-02-27,138.74,89.36,66.57,149.89,25.11,37.65,76.45,17.32,40.25,29.4,37.88,,37.0,43.07,50.02
2013-02-28,140.45,90.3,67.24,151.9,23.18,38.4,77.77,17.62,41.07,29.7,38.15,,37.35,43.5,50.62
2013-03-01,139.89,89.88,66.86,151.09,25.04,38.24,77.38,17.4599,40.71,29.49,38.0,,37.29,43.36,50.44
2013-03-04,140.36,90.67,67.19,151.76,24.65,38.35,77.52,17.59,40.82,29.59,38.15,,37.44,43.7,50.83
2013-03-05,141.69,91.61,68.1,153.66,22.2899,38.86,78.14,17.9,41.08,29.94,38.64,,37.96,44.18,51.73
2013-03-06,142.91,92.47,68.8899,154.84,22.03,39.07,78.45,18.07,41.66,30.28,38.67,,38.15,44.53,52.13
2013-03-07,142.98,92.48,68.57,154.7,22.3,39.25,78.39,18.1,41.51,30.17,38.65,,38.06,44.59,52.01
2013-03-08,143.95,93.6,68.93,155.46,21.55,39.42,78.93,18.3,41.72,30.37,38.67,,38.0,44.61,52.36
2013-03-11,143.73,93.42,68.68,155.32,21.6,39.52,78.73,18.25,41.78,30.23,38.68,,37.99,44.57,52.57
2013-03-12,144.29,93.48,68.79,155.92,20.77,39.82,79.1,18.36,41.82,30.28,38.65,,38.14,44.83,52.7
2013-03-13,144.44,93.54,68.8,155.76,20.97,39.8,79.0,18.3,41.72,30.24,38.7,,37.86,44.96,52.62
2013-03-14,144.81,94.03,68.87,156.31,20.66,39.86,79.07,18.4,42.0,30.33,38.77,,38.09,45.06,52.98
2013-03-15,144.82,94.65,68.75,155.85,20.62,39.71,79.64,18.39,41.9,30.33,38.59,,37.88,44.71,52.7
2013-03-18,143.85,93.74,67.885,154.34,21.83,39.46,78.59,18.21,41.67,29.96,38.28,,37.92,44.41,52.12
2013-03-19,144.51,94.41,68.54,155.3,21.12,39.64,79.09,18.35,41.76,30.29,38.41,,37.94,44.51,52.38
2013-03-20,144.86,94.36,68.74,155.52,20.85,39.62,78.66,18.27,41.88,30.34,38.82,,38.19,44.63,52.15
2013-03-21,144.12,94.04,68.09,154.76,20.98,39.34,78.15,18.19,41.55,30.02,38.99,,38.19,44.76,52.14
2013-03-22,144.31,94.25,68.21,154.85,20.68,39.11,78.35,18.17,41.62,30.06,39.11,,38.2,44.74,52.26
2013-03-25,145.09,94.12,68.81,156.01,20.44,39.16,79.06,18.25,41.74,30.3,39.36,,38.4,45.04,52.74
2013-03-26,144.67,94.34,68.6,155.59,20.34,38.88,78.87,18.2,41.45,30.25,39.42,,38.15,44.88,52.61
2013-03-27,144.35,93.65,68.25,155.26,20.62,38.81,78.84,18.12,41.27,30.08,39.55,,38.31,45.21,52.56
2013-03-28,145.01,94.27,68.81,156.09,20.26,38.96,79.54,18.15,41.4,30.14,39.64,,38.65,45.68,52.83
2013-04-01,145.3,94.27,69.01,156.59,20.16,39.15,79.31,18.2,41.7,30.3,39.73,,39.1,45.98,52.99
2013-04-02,145.87,93.78,68.81,156.61,20.0,38.91,79.28,18.17,41.39,30.18,39.87,,39.15,46.4,52.77
2013-04-03,146.24,92.94,69.08,156.91,19.65,38.46,78.73,18.24,41.2,30.22,40.27,,39.2,46.82,53.15
2013-04-04,145.36,91.26,68.41,155.43,20.34,38.2,77.17,17.94,40.91,29.95,39.82,,39.12,46.53,52.5
2013-04-05,144.18,90.52,67.35,153.95,21.19,37.95,76.13,17.8,40.51,29.55,39.61,,39.22,46.27,52.23
2013-04-08,145.32,91.99,67.88,155.27,19.95,38.4,77.42,18.01,40.94,29.75,39.66,,39.62,46.42,52.55
2013-04-09,146.08,92.64,68.42,156.5,19.38,38.49,78.0,18.26,41.33,29.93,40.18,,39.93,46.59,53.25
2013-04-10,146.98,92.51,68.89,157.17,19.06,38.99,78.68,18.33,41.53,30.15,40.17,,39.85,46.82,53.23
2013-04-11,147.82,93.83,69.84,158.7,18.7,39.11,79.26,18.52,41.94,30.44,40.46,,40.16,47.51,53.72
2013-04-12,147.99,93.7,69.85,158.68,18.93,39.09,78.71,18.43,41.85,30.36,40.41,,40.08,47.72,54.01
2013-04-15,147.9,93.06,69.68,158.0,18.49,38.35,77.13,18.4399,41.48,30.26,40.64,,40.17,47.91,54.12
2013-04-16,146.98,90.81,68.99,156.29,19.63,37.63,75.57,18.26,40.86,30.09,40.35,,39.93,47.43,53.38
2013-04-17,146.55,90.92,68.84,156.29,19.63,37.65,75.07,18.185,40.71,29.97,40.64,,40.04,47.45,53.45
2013-04-18,146.1,90.15,68.33,155.37,21.05,37.57,74.29,18.01,40.5,29.75,40.4,,40.03,47.47,53.28
2013-04-19,144.71,89.96,67.31,154.5,21.71,37.54,75.28,17.89,40.22,29.25,40.44,,40.15,47.0,52.59
2013-04-22,145.38,90.7,68.33,155.78,20.56,37.95,74.93,18.12,40.41,29.45,41.07,,40.77,47.8,53.27
2013-04-23,146.13,91.6,69.2,156.95,19.36,38.22,75.66,18.2399,40.6,29.72,41.22,,40.74,48.045,53.87
2013-04-24,147.02,92.29,69.26,157.83,19.03,38.6,76.51,18.45,40.91,29.71,41.25,,40.78,48.12,54.23
2013-04-25,146.64,93.03,69.63,158.34,18.85,39.37,77.44,18.61,41.28,30.02,40.86,,41.02,47.62,54.15
2013-04-26,146.55,93.09,69.62,158.33,19.47,39.43,77.14,18.62,41.3,30.0,40.8,,40.8,47.39,54.45
2013-04-29,147.2,93.31,69.78,158.67,18.94,39.01,77.65,18.65,41.4,30.11,41.01,,41.13,47.58,54.51
2013-04-30,147.87,93.58,70.29,159.27,19.13,39.42,78.05,18.64,41.5,30.51,40.98,,41.28,47.56,54.49
2013-05-01,147.56,93.81,70.71,159.33,19.13,39.34,77.6,18.67,41.2,30.76,40.89,,41.37,46.93,54.52
2013-05-02,147.12,92.34,70.51,158.68,19.45,39.04,77.36,18.55,41.05,30.57,40.91,,40.98,47.19,54.35
2013-05-03,149.26,94.53,71.94,161.14,18.67,39.69,78.61,18.84,41.87,31.18,41.27,,41.17,47.78,55.3
2013-05-06,149.36,94.83,72.25,161.49,18.66,39.93,79.51,18.9,42.1399,31.29,41.2,,40.84,47.68,55.56
2013-05-07,149.77,95.51,72.5,162.13,18.11,40.04,80.37,19.115,42.51,31.38,41.01,,40.37,47.38,55.88
2013-05-08,150.13,95.93,72.31,162.42,18.37,40.27,80.57,19.15,42.72,31.31,41.23,,40.62,47.47,56.16
2013-05-09,150.9,96.3,72.55,163.27,18.48,40.69,80.79,19.32,43.08,31.53,41.26,,40.3899,47.59,56.32
2013-05-10,150.91,96.21,72.73,162.99,18.77,40.58,80.24,19.19,43.13,31.56,40.92,,39.7399,47.77,56.38
2013-05-13,150.75,96.74,72.93,163.2,18.48,40.53,80.07,19.22,43.14,31.56,41.12,,39.6965,48.13,56.71
2013-05-14,150.88,96.94,73.13,163.67,18.26,40.2,80.33,19.35,43.16,31.48,41.21,,39.65,48.6,56.81
2013-05-15,151.88,97.8,73.38,164.96,18.4,40.63,81.02,19.64,43.35,31.59,41.7,,39.87,49.05,57.29
2013-05-16,152.64,98.03,73.77,165.78,18.49,40.83,80.94,19.78,43.55,31.79,42.03,,40.16,49.23,57.52
2013-05-17,152.42,98.4,73.95,165.95,18.43,40.9,81.21,19.78,43.7,32.0,41.89,,39.98,48.8801,57.15
2013-05-20,153.04,98.76,74.09,166.78,18.26,41.19,82.08,19.93,44.04,32.12,41.91,,40.37,49.13,57.4201
2013-05-21,153.28,99.2,74.18,167.08,18.17,41.41,83.48,20.03,44.31,32.13,41.63,,40.17,48.89,57.57
2013-05-22,153.71,99.41,74.36,167.34,18.28,41.26,83.23,20.08,44.43,32.15,41.58,,40.1,49.56,57.69
2013-05-23,151.67,96.65,72.95,164.16,19.53,40.25,81.12,19.55,43.43,31.48,41.14,,39.26,48.88,56.46
2013-05-24,152.16,97.3,72.96,164.47,19.01,40.53,81.46,19.605,43.5801,31.53,41.32,,39.16,49.08,56.64
2013-05-28,154.21,99.2,74.25,167.04,18.21,41.05,82.86,20.0,44.25,32.04,42.06,,38.6,49.52,57.47
2013-05-29,153.02,98.55,73.59,165.42,18.58,40.75,81.95,19.82,43.73,31.68,41.53,,38.14,49.35,57.08
2013-05-30,152.86,98.5,73.57,165.35,18.59,40.885,82.16,19.96,43.82,31.79,41.02,,38.18,48.9,56.96
2013-05-31,152.61,98.38,73.65,165.37,18.73,40.67,81.86,20.12,43.84,31.84,40.72,,37.8,48.97,56.65
2013-06-03,151.54,98.14,73.31,163.83,19.12,40.41,80.8,19.92,43.71,31.7,40.15,,37.69,48.38,56.27
2013-06-04,152.26,98.68,73.52,164.44,19.23,40.5,80.88,19.89,43.74,31.85,40.64,,37.7,48.37,56.43
2013-06-05,151.22,97.56,72.77,163.09,19.71,40.34,80.4,19.64,43.33,31.6,40.385,,37.55,48.0,55.92
2013-06-06,149.38,96.36,72.15,161.2,20.35,39.54,79.75,19.34,42.775,31.38,39.99,,37.29,47.36,55.28
2013-06-07,151.16,97.9,72.73,163.85,19.37,39.92,80.83,19.74,43.34,31.6,40.39,,37.68,48.3,56.15
2013-06-10,152.79,98.64,73.55,165.31,18.78,40.32,81.66,20.07,43.94,31.85,40.85,,38.1,48.72,57.07
2013-06-11,151.08,97.675,72.67,163.3,19.59,39.91,80.09,19.78,43.23,31.51,40.45,,37.74,48.19,56.06
2013-06-12,152.18,98.33,73.12,164.22,19.6,40.11,80.65,19.78,43.59,31.64,40.73,,37.9,48.59,56.49
2013-06-13,149.74,96.73,71.76,161.66,21.22,39.51,79.3394,19.43,42.92,31.2,40.47,,37.25,47.76,55.48
2013-06-14,151.6,98.2803,72.76,164.03,20.27,40.21,80.74,19.78,43.55,31.58,40.73,,37.91,48.49,56.45
2013-06-17,151.63,98.59,72.88,164.29,20.28,40.39,80.45,19.7,43.58,31.58,40.83,,38.15,48.75,56.66
2013-06-18,151.96,98.52,73.07,164.53,20.27,40.36,80.95,19.76,43.66,31.73,41.06,,38.2,48.63,56.7
2013-06-19,152.94,99.51,73.57,165.6,20.24,40.49,81.45,19.88,44.06,31.95,41.21,,38.3,49.06,57.28
2013-06-20,149.84,96.71,71.92,161.86,20.91,39.65,79.71,19.42,43.0552,31.22,40.05,,37.24,48.01,56.01
2013-06-21,148.03,95.64,70.78,159.64,21.65,39.27,78.69,19.26,42.63,30.74,39.21,,36.35,47.24,55.35
2013-06-24,146.33,94.91,69.84,157.41,22.68,38.22,77.32,18.88,41.91,30.24,39.15,,36.24,46.88,54.48
2013-06-25,147.41,95.59,70.41,158.48,22.13,38.61,77.86,18.97,41.96,30.45,39.44,,36.83,47.29,55.04
2013-06-26,148.3,96.52,70.82,159.87,21.63,38.56,78.38,19.31,42.46,30.69,39.57,,37.21,47.44,55.47
2013-06-27,149.69,96.65,71.22,161.1,21.14,38.83,78.88,19.45,42.82,30.75,39.99,,37.59,48.12,56.01
2013-06-28,149.32,97.4,70.92,160.63,21.21,38.41,78.33,19.5,42.8,30.47,39.84,,37.42,47.94,56.1
2013-07-01,149.52,97.65,71.76,161.26,20.39,38.77,78.79,19.59,42.99,30.82,39.91,,37.62,47.75,56.76
2013-07-02,149.15,98.16,71.68,161.12,20.27,38.42,78.88,19.52,42.92,30.73,39.94,,37.2,47.71,56.72
2013-07-03,148.42,97.73,71.48,160.48,20.56,38.22,78.82,19.4,42.44,30.72,39.88,,36.97,47.46,56.59
2013-07-05,150.72,99.38,72.45,162.47,19.61,38.72,79.44,19.69,42.96,31.16,40.02,,37.13,47.89,57.63
2013-07-08,151.78,100.13,72.94,163.86,18.56,38.89,80.35,19.95,43.38,31.34,40.08,,37.01,48.47,58.15
2013-07-09,152.71,100.7,72.98,164.98,17.74,39.21,80.93,20.09,43.74,31.29,40.7,,37.56,48.68,58.63
2013-07-10,152.77,101.04,73.0,164.97,17.82,39.5,81.6,20.08,44.04,31.27,40.73,,37.63,48.57,58.47
2013-07-11,154.35,102.42,74.29,167.11,17.08,40.04,81.82,20.29,44.69,31.7,41.21,,38.25,49.45,59.23
2013-07-12,154.42,102.48,75.02,167.39,17.17,40.24,81.35,20.26,44.56,31.94,41.35,,38.44,49.59,59.38
2013-07-15,154.56,102.95,75.36,167.97,17.17,40.03,81.96,20.48,44.58,31.95,41.5,,38.63,50.0,59.9
2013-07-16,154.6,103.62,75.54,168.26,16.93,40.16,81.89,20.4401,44.68,32.0,41.135,,39.26,49.98,59.59
2013-07-17,154.64,103.64,75.6,168.16,17.18,40.04,81.58,20.4,44.59,32.14,41.41,,39.19,49.77,59.39
2013-07-18,154.98,103.73,75.54,168.31,16.68,40.14,81.98,20.51,44.6,32.09,41.41,,39.1,49.88,59.38
2013-07-19,154.88,104.06,74.72,168.52,16.65,40.18,82.87,20.71,45.11,31.66,41.57,,39.35,49.82,59.59
2013-07-22,155.12,104.48,74.87,169.41,16.07,40.46,83.6,20.74,45.49,31.51,41.84,,39.32,50.5457,59.62
2013-07-23,155.57,104.91,74.95,169.8,15.68,40.88,83.66,20.93,45.59,31.58,41.75,,39.35,50.9,59.62
2013-07-24,155.61,104.91,74.99,169.79,15.63,40.81,83.68,20.87,45.56,31.76,41.74,,39.44,50.79,59.73
2013-07-25,154.54,103.47,74.89,168.22,16.12,40.1,82.59,20.59,44.94,31.59,41.28,,38.85,50.54,59.2
2013-07-26,154.48,103.9599,74.67,168.22,15.73,40.4,82.83,20.56,44.86,31.5,41.42,,39.09,50.72,59.14
2013-07-29,154.86,103.84,75.22,168.68,15.66,40.33,82.74,20.6,44.74,31.66,41.47,,39.21,51.08,59.42
2013-07-30,155.4,103.69,75.5,169.1,15.65,40.33,82.33,20.55,45.0,31.8,41.51,,39.48,51.38,59.45
2013-07-31,155.12,103.89,75.77,168.94,15.38,40.65,82.3,20.49,45.07,31.9,41.41,,39.39,51.1,59.27
2013-08-01,155.89,104.68,76.3,169.99,14.68,40.75,83.09,20.68,45.42,31.94,41.6,,39.35,51.34,59.86
2013-08-02,155.47,104.72,76.56,170.28,14.62,40.72,83.45,20.8,45.77,32.07,41.61,,39.61,51.14,60.19
2013-08-05,155.91,105.05,76.89,170.57,14.19,40.9,83.09,20.79,45.83,32.14,41.74,,39.4,51.32,60.61
2013-08-06,155.37,105.22,76.92,170.37,14.14,40.9,82.99,20.73,45.76,32.28,41.76,,39.31,51.21,60.47
2013-08-07,154.32,104.12,76.36,169.19,14.7,40.38,82.45,20.49,45.3,32.04,41.59,,38.86,50.95,60.02
2013-08-08,155.33,104.3,76.84,169.98,14.36,40.89,82.79,20.55,45.68,32.18,41.65,,39.29,51.27,60.1
2013-08-09,154.49,103.93,76.7,169.58,14.42,41.03,82.82,20.44,45.67,32.08,41.67,,39.35,50.96,60.26
2013-08-12,153.45,103.33,76.2,168.46,14.92,41.3,82.03,20.33,45.21,31.79,41.41,,38.96,50.87,59.76
2013-08-13,154.42,104.68,76.77,169.41,14.38,41.43,82.32,20.39,45.57,32.22,41.55,,38.9,50.9,60.0
2013-08-14,154.27,104.48,77.07,169.53,14.29,41.49,82.2,20.41,45.71,32.39,41.46,,38.64,50.74,59.75
2013-08-15,152.1,102.84,75.98,167.41,15.0,41.0,81.505,20.21,44.99,32.05,40.88,,38.13,50.03,58.9101
2013-08-16,150.58,101.81,75.54,166.06,15.25,41.02,81.4,20.02,44.89,31.85,40.46,,37.93,49.52,58.11
2013-08-19,150.3,101.64,75.5,165.64,15.05,40.72,81.03,19.98,44.8501,31.84,40.27,,37.56,49.38,58.0601
2013-08-20,149.91,100.77,75.49,165.04,15.45,40.44,79.98,19.795,44.79,31.81,40.19,,37.3,49.53,58.05
2013-08-21,149.44,101.69,75.46,165.12,15.47,40.55,80.21,19.86,44.75,31.77,40.01,,37.5,49.545,58.27
2013-08-22,148.86,101.82,75.73,164.9,15.3,40.52,80.35,19.89,44.61,31.79,39.82,,37.24,49.52,58.01
2013-08-23,149.59,103.19,76.73,166.55,14.98,40.91,81.44,20.08,45.23,32.11,40.08,,37.45,49.67,58.61
2013-08-26,149.83,103.36,76.72,166.79,14.67,41.28,81.99,20.09,45.22,32.05,40.22,,37.61,49.88,58.6
2013-08-27,148.19,101.94,75.82,164.36,16.0,40.84,81.02,19.69,44.51,31.62,39.44,,37.14,49.45,57.79
2013-08-28,147.42,100.62,75.08,163.26,16.65,40.4,81.37,19.4,44.01,31.32,39.44,,37.36,49.06,57.41
2013-08-29,148.02,100.89,75.4,163.55,16.73,40.23,82.31,19.44,44.05,31.44,39.08,,37.45,49.17,57.65
2013-08-30,148.42,101.99,76.04,164.51,16.71,40.53,81.91,19.54,44.39,31.62,39.51,,37.31,49.48,58.13
2013-09-03,148.88,101.86,76.1,165.23,16.28,41.03,82.39,19.67,44.46,31.53,39.69,,37.45,49.72,58.33
2013-09-04,148.02,101.16,76.14,164.43,16.41,40.58,82.07,19.62,44.27,31.5,39.46,,36.88,49.5,58.01
2013-09-05,149.18,102.03,76.75,165.85,16.32,41.07,82.77,19.79,44.83,31.77,39.79,,36.81,50.21,58.78
2013-09-06,149.7,102.7,77.09,166.51,15.76,41.43,83.22,19.91,45.09,31.85,39.81,,36.96,50.32,59.02
2013-09-09,149.5,102.74,77.23,166.45,15.94,41.2,83.18,19.88,45.02,31.96,39.79,,37.03,50.29,58.86
2013-09-10,151.47,104.58,78.27,168.64,15.07,41.99,83.9,20.19,45.79,32.34,40.16,,37.23,50.74,59.41
2013-09-11,151.82,104.79,77.69,168.64,15.02,42.08,83.83,20.23,46.07,32.08,40.01,,37.39,50.95,59.68
2013-09-12,153.33,104.91,78.06,169.34,14.43,42.13,84.31,20.27,46.23,32.22,40.39,,37.23,51.1,60.1
2013-09-13,153.34,104.59,78.11,169.13,14.43,42.0,84.05,20.17,46.17,32.29,40.48,,37.03,51.19,60.1
2013-09-16,155.33,106.05,78.69,171.16,14.13,42.77,84.6,20.44,46.7999,32.51,41.06,,37.64,51.66,60.93
2013-09-17,155.02,105.06,77.99,170.46,14.29,42.57,83.95,20.45,46.76,32.26,41.08,,37.31,51.71,60.4
2013-09-18,155.16,106.05,78.49,171.01,14.25,42.57,84.29,20.48,47.05,32.47,41.2,,37.4601,51.7,60.74
